district,week_start,week_of_year,lst_celsius,rainfall_mm,ndwi_index,humidity_proxy_pct,population_density,dengue_cases
Kochi,2023-02-06,6,25.7,5.03,-0.225,40.2,6393.3,3
Kochi,2023-02-13,7,26.89,0.0,-0.171,40.3,6390.8,4
Kochi,2023-02-20,8,26.7,0.0,-0.186,40.4,6395.7,3
Kochi,2023-02-27,9,25.97,0.0,-0.252,40.6,6384.8,4
Kochi,2023-03-06,10,29.19,2.14,-0.176,40.8,6386.6,2
Kochi,2023-03-13,11,30.22,7.56,-0.105,41.0,6384.3,5
Kochi,2023-03-20,12,29.25,3.78,-0.121,41.3,6391.5,5
Kochi,2023-03-27,13,28.42,0.0,-0.156,41.6,6402.7,4
Kochi,2023-04-03,14,30.56,0.0,-0.23,42.0,6394.1,5
Kochi,2023-04-10,15,32.73,3.21,-0.182,42.5,6398.3,8
Kochi,2023-04-17,16,32.49,16.57,-0.086,43.1,6397.7,7
Kochi,2023-04-24,17,31.23,11.18,-0.071,43.7,6398.5,6
Kochi,2023-05-01,18,34.57,4.36,-0.178,44.5,6390.3,8
Kochi,2023-05-08,19,34.42,7.16,-0.198,45.3,6393.2,9
Kochi,2023-05-15,20,34.29,24.79,-0.019,46.2,6397.6,8
Kochi,2023-05-22,21,33.3,19.35,0.005,47.1,6395.4,7
Kochi,2023-05-29,22,32.23,10.0,-0.09,48.1,6397.6,9
Kochi,2023-06-05,23,35.22,16.03,-0.023,49.1,6388.8,12
Kochi,2023-06-12,24,33.67,27.49,0.057,50.1,6401.4,10
Kochi,2023-06-19,25,34.52,20.31,0.011,51.1,6392.7,10
Kochi,2023-06-26,26,33.87,22.67,0.031,52.0,6401.3,10
Kochi,2023-07-03,27,32.22,28.91,0.083,52.9,6395.5,11
Kochi,2023-07-10,28,33.37,36.0,0.118,53.6,6398.7,14
Kochi,2023-07-17,29,32.98,30.79,0.061,54.2,6389.7,15
Kochi,2023-07-24,30,31.78,39.34,0.036,54.6,6392.0,16
Kochi,2023-07-31,31,30.93,33.4,0.066,54.9,6395.3,14
Kochi,2023-08-07,32,29.61,34.78,0.12,55.0,6398.4,22
Kochi,2023-08-14,33,30.75,34.53,0.165,54.9,6392.2,21
Kochi,2023-08-21,34,30.95,27.07,0.061,54.6,6399.9,16
Kochi,2023-08-28,35,28.76,26.09,0.026,54.2,6406.5,17
Kochi,2023-09-04,36,27.33,20.58,-0.037,53.6,6406.0,18
Kochi,2023-09-11,37,25.98,20.41,0.005,52.9,6391.7,29
Kochi,2023-09-18,38,27.7,16.61,-0.093,52.0,6402.6,24
Kochi,2023-09-25,39,25.13,11.65,-0.084,51.1,6393.9,17
Kochi,2023-10-02,40,25.24,10.58,-0.088,50.1,6407.9,11
Kochi,2023-10-09,41,24.37,15.27,-0.092,49.1,6401.7,10
Kochi,2023-10-16,42,23.37,9.92,-0.08,48.1,6406.2,10
Kochi,2023-10-23,43,24.83,7.66,-0.118,47.1,6402.5,10
Kochi,2023-10-30,44,22.25,14.44,-0.172,46.2,6394.2,7
Kochi,2023-11-06,45,22.57,0.0,-0.173,45.3,6405.3,7
Kochi,2023-11-13,46,20.38,4.65,-0.175,44.5,6408.8,6
Kochi,2023-11-20,47,25.17,6.83,-0.106,43.7,6400.1,7
Kochi,2023-11-27,48,22.05,0.0,-0.222,43.1,6403.2,5
Kochi,2023-12-04,49,20.62,0.0,-0.212,42.5,6406.8,5
Kochi,2023-12-11,50,20.77,0.0,-0.263,42.0,6399.0,6
Kochi,2023-12-18,51,23.37,11.59,-0.16,41.6,6405.3,5
Kochi,2023-12-25,52,21.7,5.07,-0.144,41.3,6410.7,4
Pune,2019-01-07,2,21.68,2.49,-0.175,40.1,6301.8,2
Pune,2019-01-14,3,22.8,3.77,-0.211,40.1,6311.9,2
Pune,2019-01-21,4,20.57,0.05,-0.199,40.1,6307.0,3
Pune,2019-01-28,5,21.28,0.0,-0.202,40.2,6309.2,4
Pune,2019-02-04,6,22.58,0.24,-0.192,40.2,6305.0,3
Pune,2019-02-11,7,24.83,0.08,-0.202,40.3,6303.7,3
Pune,2019-02-18,8,23.67,0.0,-0.244,40.4,6299.5,4
Pune,2019-02-25,9,25.34,0.0,-0.2,40.6,6301.2,3
Pune,2019-03-04,10,25.66,0.0,-0.206,40.8,6312.9,3
Pune,2019-03-11,11,26.92,0.0,-0.215,41.0,6301.3,2
Pune,2019-03-18,12,26.15,0.23,-0.179,41.3,6309.1,3
Pune,2019-03-25,13,27.56,0.0,-0.216,41.6,6298.5,4
Pune,2019-04-01,14,26.03,4.72,-0.2,42.0,6300.9,4
Pune,2019-04-08,15,28.73,3.76,-0.148,42.5,6310.3,4
Pune,2019-04-15,16,28.24,0.41,-0.209,43.1,6304.9,6
Pune,2019-04-22,17,29.99,2.39,-0.217,43.7,6313.9,4
Pune,2019-04-29,18,30.18,2.75,-0.116,44.5,6306.2,4
Pune,2019-05-06,19,31.14,2.27,-0.181,45.3,6309.9,6
Pune,2019-05-13,20,30.17,6.19,-0.187,46.2,6302.1,6
Pune,2019-05-20,21,31.36,3.2,-0.161,47.1,6297.6,8
Pune,2019-05-27,22,30.52,4.82,-0.154,48.1,6298.9,8
Pune,2019-06-03,23,30.48,4.43,-0.199,49.1,6309.0,9
Pune,2019-06-10,24,32.18,8.85,-0.145,50.1,6306.9,8
Pune,2019-06-17,25,31.04,13.27,-0.087,51.1,6302.8,8
Pune,2019-06-24,26,31.04,7.51,-0.097,52.0,6310.1,9
Pune,2019-07-01,27,28.48,13.83,-0.072,52.9,6307.8,10
Pune,2019-07-08,28,31.73,14.11,-0.091,53.6,6305.7,12
Pune,2019-07-15,29,28.69,15.03,-0.114,54.2,6309.8,10
Pune,2019-07-22,30,30.21,15.54,-0.093,54.6,6316.6,12
Pune,2019-07-29,31,28.44,11.74,-0.049,54.9,6309.0,11
Pune,2019-08-05,32,28.29,12.67,-0.065,55.0,6303.5,10
Pune,2019-08-12,33,25.56,8.77,-0.092,54.9,6319.8,10
Pune,2019-08-19,34,26.93,10.76,-0.109,54.6,6298.2,10
Pune,2019-08-26,35,27.61,12.53,-0.113,54.2,6308.6,11
Pune,2019-09-02,36,22.47,8.5,-0.139,53.6,6303.8,10
Pune,2019-09-09,37,25.41,13.39,-0.058,52.9,6311.1,11
Pune,2019-09-16,38,24.69,9.23,-0.086,52.0,6308.7,9
Pune,2019-09-23,39,24.01,6.4,-0.133,51.1,6302.1,8
Pune,2019-09-30,40,21.86,4.87,-0.156,50.1,6300.7,8
Pune,2019-10-07,41,22.04,7.35,-0.196,49.1,6309.0,8
Pune,2019-10-14,42,20.97,2.93,-0.162,48.1,6308.6,9
Pune,2019-10-21,43,20.79,0.0,-0.179,47.1,6314.3,6
Pune,2019-10-28,44,22.07,1.26,-0.225,46.2,6315.9,8
Pune,2019-11-04,45,19.23,2.59,-0.126,45.3,6312.8,7
Pune,2019-11-11,46,18.89,0.0,-0.204,44.5,6311.1,7
Pune,2019-11-18,47,18.68,0.39,-0.159,43.7,6307.1,7
Pune,2019-11-25,48,18.84,0.0,-0.168,43.1,6309.1,6
Pune,2019-12-02,49,20.75,2.11,-0.165,42.5,6300.1,7
Pune,2019-12-09,50,16.36,1.79,-0.198,42.0,6314.2,3
Pune,2019-12-16,51,17.38,2.95,-0.21,41.6,6314.9,3
Pune,2019-12-23,52,20.51,0.0,-0.194,41.3,6316.8,5
Pune,2019-12-30,1,21.21,0.0,-0.206,40.0,6310.4,5
Pune,2020-01-06,2,21.09,0.12,-0.188,40.1,6314.0,28
Pune,2020-01-13,3,20.08,0.0,-0.236,40.1,6312.3,4
Pune,2020-01-20,4,20.43,0.0,-0.223,40.1,6311.6,3
Pune,2020-01-27,5,19.58,0.0,-0.184,40.2,6313.1,5
Pune,2020-02-03,6,21.96,0.0,-0.259,40.2,6316.6,1
Pune,2020-02-10,7,23.42,0.89,-0.171,40.3,6313.4,3
Pune,2020-02-17,8,23.34,0.0,-0.217,40.4,6320.7,4
Pune,2020-02-24,9,25.22,0.0,-0.179,40.6,6313.4,3
Pune,2020-03-02,10,25.16,0.0,-0.19,40.8,6318.8,3
Pune,2020-03-09,11,23.99,0.09,-0.195,41.0,6314.3,3
Pune,2020-03-16,12,26.81,0.59,-0.216,41.3,6324.0,3
Pune,2020-03-23,13,27.13,0.0,-0.232,41.6,6318.7,2
Pune,2020-03-30,14,24.4,1.31,-0.176,42.0,6312.4,3
Pune,2020-04-06,15,28.22,0.0,-0.204,42.5,6312.6,3
Pune,2020-04-13,16,28.33,4.31,-0.133,43.1,6309.9,4
Pune,2020-04-20,17,29.87,1.56,-0.177,43.7,6313.2,6
Pune,2020-04-27,18,29.54,2.9,-0.164,44.5,6318.9,4
Pune,2020-05-04,19,30.8,2.46,-0.151,45.3,6321.3,5
Pune,2020-05-11,20,30.34,3.57,-0.173,46.2,6319.2,5
Pune,2020-05-18,21,30.71,8.91,-0.098,47.1,6312.7,6
Pune,2020-05-25,22,30.97,9.21,-0.122,48.1,6316.8,8
Pune,2020-06-01,23,30.6,9.17,-0.114,49.1,6315.2,7
Pune,2020-06-08,24,30.27,11.34,-0.126,50.1,6318.6,10
Pune,2020-06-15,25,28.71,12.62,-0.102,51.1,6320.8,10
Pune,2020-06-22,26,30.02,8.54,-0.133,52.0,6315.1,8
Pune,2020-06-29,27,29.91,14.0,-0.029,52.9,6317.1,10
Pune,2020-07-06,28,31.73,18.0,-0.105,53.6,6311.2,10
Pune,2020-07-13,29,29.46,14.93,0.018,54.2,6318.4,10
Pune,2020-07-20,30,26.79,14.98,-0.038,54.6,6313.7,11
Pune,2020-07-27,31,26.51,14.94,-0.049,54.9,6317.2,11
Pune,2020-08-03,32,26.62,12.9,-0.075,55.0,6324.0,12
Pune,2020-08-10,33,26.7,14.07,-0.076,54.9,6314.6,12
Pune,2020-08-17,34,25.81,10.24,-0.115,54.6,6314.2,12
Pune,2020-08-24,35,25.39,10.15,-0.102,54.2,6318.4,11
Pune,2020-08-31,36,23.85,11.26,-0.088,53.6,6311.3,9
Pune,2020-09-07,37,25.73,6.15,-0.16,52.9,6321.9,9
Pune,2020-09-14,38,23.26,9.02,-0.109,52.0,6321.8,9
Pune,2020-09-21,39,20.62,6.78,-0.135,51.1,6319.3,9
Pune,2020-09-28,40,22.49,7.2,-0.141,50.1,6324.7,7
Pune,2020-10-05,41,22.27,3.02,-0.146,49.1,6329.4,9
Pune,2020-10-12,42,19.64,4.44,-0.12,48.1,6326.3,8
Pune,2020-10-19,43,19.83,6.61,-0.132,47.1,6328.6,7
Pune,2020-10-26,44,20.47,2.87,-0.21,46.2,6323.5,7
Pune,2020-11-02,45,19.81,1.39,-0.176,45.3,6322.3,6
Pune,2020-11-09,46,18.1,0.49,-0.218,44.5,6325.1,6
Pune,2020-11-16,47,20.46,2.58,-0.178,43.7,6325.2,6
Pune,2020-11-23,48,19.73,0.0,-0.22,43.1,6325.2,6
Pune,2020-11-30,49,18.05,0.0,-0.204,42.5,6323.5,5
Pune,2020-12-07,50,21.26,0.0,-0.24,42.0,6321.2,5
Pune,2020-12-14,51,18.09,0.37,-0.218,41.6,6328.5,5
Pune,2020-12-21,52,19.52,0.24,-0.159,41.3,6323.9,5
Pune,2020-12-28,53,19.22,2.51,-0.176,41.0,6327.4,4
Pune,2021-01-04,1,20.73,0.0,-0.197,40.0,6331.0,4
Pune,2021-01-11,2,21.26,0.0,-0.18,40.1,6324.7,4
Pune,2021-01-18,3,19.99,0.0,-0.239,40.1,6331.9,3
Pune,2021-01-25,4,18.99,3.4,-0.197,40.1,6323.5,3
Pune,2021-02-01,5,21.21,2.49,-0.206,40.2,6330.0,4
Pune,2021-02-08,6,24.04,0.0,-0.201,40.2,6329.0,3
Pune,2021-02-15,7,21.99,3.37,-0.175,40.3,6323.4,2
Pune,2021-02-22,8,22.66,0.0,-0.224,40.4,6321.5,4
Pune,2021-03-01,9,24.65,3.01,-0.179,40.6,6324.6,4
Pune,2021-03-08,10,24.99,2.01,-0.201,40.8,6331.5,4
Pune,2021-03-15,11,24.81,0.0,-0.169,41.0,6328.7,3
Pune,2021-03-22,12,25.25,0.43,-0.204,41.3,6330.3,2
Pune,2021-03-29,13,26.29,0.0,-0.141,41.6,6325.2,3
Pune,2021-04-05,14,25.44,4.73,-0.198,42.0,6331.7,4
Pune,2021-04-12,15,29.94,0.0,-0.171,42.5,6324.5,4
Pune,2021-04-19,16,29.43,0.0,-0.14,43.1,6324.7,3
Pune,2021-04-26,17,28.83,0.28,-0.152,43.7,6333.3,5
Pune,2021-05-03,18,31.46,3.89,-0.15,44.5,6327.9,5
Pune,2021-05-10,19,30.63,2.93,-0.183,45.3,6328.4,6
Pune,2021-05-17,20,30.24,2.73,-0.189,46.2,6326.5,8
Pune,2021-05-24,21,32.89,6.88,-0.077,47.1,6334.0,7
Pune,2021-05-31,22,30.94,7.27,-0.117,48.1,6332.0,8
Pune,2021-06-07,23,28.65,9.49,-0.114,49.1,6334.3,9
Pune,2021-06-14,24,34.63,9.12,-0.109,50.1,6327.2,8
Pune,2021-06-21,25,30.53,10.36,-0.13,51.1,6315.7,9
Pune,2021-06-28,26,29.81,9.84,-0.079,52.0,6330.4,10
Pune,2021-07-05,27,28.65,16.32,-0.07,52.9,6334.4,9
Pune,2021-07-12,28,30.49,13.67,-0.092,53.6,6332.0,10
Pune,2021-07-19,29,30.69,14.58,-0.051,54.2,6337.3,11
Pune,2021-07-26,30,27.53,12.62,-0.081,54.6,6325.9,13
Pune,2021-08-02,31,29.27,13.53,-0.043,54.9,6341.2,11
Pune,2021-08-09,32,27.23,14.41,-0.087,55.0,6334.6,11
Pune,2021-08-16,33,27.23,12.93,-0.087,54.9,6334.2,12
Pune,2021-08-23,34,27.02,10.87,-0.119,54.6,6340.4,11
Pune,2021-08-30,35,26.4,11.1,-0.071,54.2,6341.0,11
Pune,2021-09-06,36,23.17,10.5,-0.135,53.6,6333.1,12
Pune,2021-09-13,37,25.36,6.09,-0.123,52.9,6332.3,10
Pune,2021-09-20,38,23.16,5.5,-0.181,52.0,6327.8,10
Pune,2021-09-27,39,21.4,10.52,-0.071,51.1,6328.7,9
Pune,2021-10-04,40,23.34,7.22,-0.114,50.1,6338.2,9
Pune,2021-10-11,41,22.35,2.59,-0.13,49.1,6336.8,7
Pune,2021-10-18,42,20.44,4.0,-0.14,48.1,6331.7,8
Pune,2021-10-25,43,21.58,4.71,-0.154,47.1,6336.1,8
Pune,2021-11-01,44,22.79,2.74,-0.195,46.2,6333.6,8
Pune,2021-11-08,45,18.09,2.05,-0.186,45.3,6336.1,7
Pune,2021-11-15,46,19.23,3.28,-0.141,44.5,6336.9,7
Pune,2021-11-22,47,18.85,0.92,-0.258,43.7,6344.3,6
Pune,2021-11-29,48,19.51,1.63,-0.192,43.1,6336.2,6
Pune,2021-12-06,49,18.28,0.0,-0.232,42.5,6336.1,6
Pune,2021-12-13,50,19.49,0.42,-0.148,42.0,6342.1,5
Pune,2021-12-20,51,17.96,0.12,-0.238,41.6,6340.4,4
Pune,2021-12-27,52,19.85,0.22,-0.158,41.3,6346.3,4
Pune,2022-01-03,1,22.27,0.0,-0.189,40.0,6338.1,3
Pune,2022-01-10,2,18.02,1.0,-0.233,40.1,6342.3,4
Pune,2022-01-17,3,19.99,1.45,-0.141,40.1,6344.8,3
Pune,2022-01-24,4,21.52,0.0,-0.218,40.1,6341.8,3
Pune,2022-01-31,5,20.78,0.0,-0.231,40.2,6330.6,2
Pune,2022-02-07,6,25.3,0.39,-0.24,40.2,6342.7,4
Pune,2022-02-14,7,24.82,0.0,-0.274,40.3,6344.2,4
Pune,2022-02-21,8,22.11,0.0,-0.227,40.4,6338.4,3
Pune,2022-02-28,9,20.32,0.0,-0.177,40.6,6338.3,4
Pune,2022-03-07,10,24.65,0.0,-0.249,40.8,6345.3,3
Pune,2022-03-14,11,25.28,0.0,-0.251,41.0,6341.2,3
Pune,2022-03-21,12,27.78,0.0,-0.184,41.3,6343.6,3
Pune,2022-03-28,13,26.61,0.7,-0.28,41.6,6345.1,4
Pune,2022-04-04,14,30.78,0.35,-0.159,42.0,6345.7,3
Pune,2022-04-11,15,29.7,0.0,-0.185,42.5,6339.2,5
Pune,2022-04-18,16,28.03,1.91,-0.212,43.1,6341.7,5
Pune,2022-04-25,17,28.83,4.25,-0.135,43.7,6344.0,5
Pune,2022-05-02,18,30.03,2.49,-0.165,44.5,6346.9,6
Pune,2022-05-09,19,29.56,0.0,-0.159,45.3,6346.9,6
Pune,2022-05-16,20,29.38,6.93,-0.162,46.2,6352.1,8
Pune,2022-05-23,21,30.11,3.9,-0.163,47.1,6358.1,6
Pune,2022-05-30,22,32.3,8.02,-0.125,48.1,6349.6,8
Pune,2022-06-06,23,30.12,11.24,-0.112,49.1,6350.8,8
Pune,2022-06-13,24,30.34,10.65,-0.092,50.1,6342.9,10
Pune,2022-06-20,25,30.58,11.98,-0.075,51.1,6342.2,9
Pune,2022-06-27,26,31.42,11.57,-0.094,52.0,6356.1,9
Pune,2022-07-04,27,30.21,11.33,-0.109,52.9,6344.8,9
Pune,2022-07-11,28,31.27,11.76,-0.054,53.6,6341.9,10
Pune,2022-07-18,29,30.62,12.52,-0.126,54.2,6349.0,10
Pune,2022-07-25,30,27.62,13.18,-0.128,54.6,6349.2,11
Pune,2022-08-01,31,28.61,12.6,-0.067,54.9,6347.9,11
Pune,2022-08-08,32,28.36,10.93,-0.096,55.0,6339.8,12
Pune,2022-08-15,33,24.39,13.63,-0.103,54.9,6338.0,13
Pune,2022-08-22,34,27.2,12.87,-0.073,54.6,6352.5,12
Pune,2022-08-29,35,25.43,14.51,-0.086,54.2,6345.0,12
Pune,2022-09-05,36,25.41,14.75,-0.058,53.6,6350.9,11
Pune,2022-09-12,37,23.76,11.42,-0.026,52.9,6346.8,9
Pune,2022-09-19,38,22.84,6.1,-0.124,52.0,6346.6,8
Pune,2022-09-26,39,22.44,4.94,-0.12,51.1,6347.5,9
Pune,2022-10-03,40,23.52,8.67,-0.146,50.1,6346.7,8
Pune,2022-10-10,41,23.05,3.86,-0.107,49.1,6346.2,10
Pune,2022-10-17,42,22.58,1.92,-0.209,48.1,6349.4,8
Pune,2022-10-24,43,20.48,0.48,-0.213,47.1,6347.0,6
Pune,2022-10-31,44,20.71,2.49,-0.212,46.2,6344.9,6
Pune,2022-11-07,45,19.68,1.17,-0.195,45.3,6344.7,7
Pune,2022-11-14,46,18.75,0.0,-0.234,44.5,6355.2,6
Pune,2022-11-21,47,21.93,2.67,-0.179,43.7,6352.4,6
Pune,2022-11-28,48,18.06,0.0,-0.201,43.1,6350.6,5
Pune,2022-12-05,49,17.98,1.27,-0.231,42.5,6347.6,6
Pune,2022-12-12,50,19.54,0.0,-0.194,42.0,6358.0,6
Pune,2022-12-19,51,19.07,2.81,-0.22,41.6,6347.1,4
Pune,2022-12-26,52,19.97,0.61,-0.179,41.3,6344.1,3
Pune,2023-01-02,1,21.08,0.0,-0.189,40.0,6349.5,6
Pune,2023-01-09,2,21.42,1.61,-0.206,40.1,6354.1,5
Pune,2023-01-16,3,20.82,0.3,-0.193,40.1,6353.2,5
Pune,2023-01-23,4,21.78,0.92,-0.21,40.1,6355.0,2
Pune,2023-01-30,5,22.37,2.17,-0.173,40.2,6358.6,2
Pune,2023-02-06,6,22.87,0.0,-0.178,40.2,6344.9,1
Pune,2023-02-13,7,23.63,0.98,-0.217,40.3,6350.4,2
Pune,2023-02-20,8,25.03,0.0,-0.161,40.4,6349.2,2
Pune,2023-02-27,9,24.71,0.0,-0.201,40.6,6355.7,3
Pune,2023-03-06,10,25.94,4.65,-0.186,40.8,6349.8,4
Pune,2023-03-13,11,25.25,2.04,-0.177,41.0,6359.2,3
Pune,2023-03-20,12,23.43,0.0,-0.182,41.3,6357.8,3
Pune,2023-03-27,13,27.36,0.0,-0.203,41.6,6357.7,4
Pune,2023-04-03,14,27.81,6.21,-0.134,42.0,6358.4,4
Pune,2023-04-10,15,29.58,0.86,-0.14,42.5,6353.0,4
Pune,2023-04-17,16,27.91,4.14,-0.209,43.1,6348.2,4
Pune,2023-04-24,17,28.84,4.74,-0.153,43.7,6349.0,5
Pune,2023-05-01,18,31.94,2.85,-0.158,44.5,6355.6,5
Pune,2023-05-08,19,32.19,8.13,-0.161,45.3,6352.3,7
Pune,2023-05-15,20,29.5,3.03,-0.12,46.2,6341.1,7
Pune,2023-05-22,21,32.96,9.9,-0.159,47.1,6360.1,6
Pune,2023-05-29,22,31.41,6.55,-0.126,48.1,6352.8,8
Pune,2023-06-05,23,30.77,10.25,-0.097,49.1,6355.2,8
Pune,2023-06-12,24,30.12,10.4,-0.161,50.1,6359.1,8
Pune,2023-06-19,25,31.24,11.24,-0.159,51.1,6352.0,10
Pune,2023-06-26,26,28.7,7.65,-0.138,52.0,6363.0,11
Pune,2023-07-03,27,28.67,11.38,-0.093,52.9,6352.1,9
Pune,2023-07-10,28,30.4,15.4,-0.075,53.6,6359.6,10
Pune,2023-07-17,29,31.33,14.97,-0.064,54.2,6351.0,10
Pune,2023-07-24,30,29.78,13.59,-0.108,54.6,6356.4,13
Pune,2023-07-31,31,27.37,15.26,-0.07,54.9,6352.4,11
Pune,2023-08-07,32,29.0,13.29,-0.043,55.0,6355.5,10
Pune,2023-08-14,33,25.59,14.58,-0.043,54.9,6361.0,12
Pune,2023-08-21,34,28.77,11.73,-0.022,54.6,6349.6,12
Pune,2023-08-28,35,25.66,10.14,-0.11,54.2,6356.0,12
Pune,2023-09-04,36,24.78,9.88,-0.122,53.6,6354.6,10
Pune,2023-09-11,37,25.86,4.66,-0.105,52.9,6360.6,12
Pune,2023-09-18,38,22.23,4.48,-0.147,52.0,6355.7,10
Pune,2023-09-25,39,21.92,3.69,-0.172,51.1,6356.5,11
Pune,2023-10-02,40,23.62,4.38,-0.197,50.1,6364.1,9
Pune,2023-10-09,41,21.78,7.14,-0.143,49.1,6351.6,27
Pune,2023-10-16,42,22.12,0.0,-0.185,48.1,6358.5,7
Pune,2023-10-23,43,20.79,2.0,-0.22,47.1,6367.3,8
Pune,2023-10-30,44,19.79,2.65,-0.183,46.2,6354.5,5
Pune,2023-11-06,45,18.4,3.03,-0.156,45.3,6362.6,8
Pune,2023-11-13,46,17.35,2.66,-0.156,44.5,6350.1,5
Pune,2023-11-20,47,19.09,0.49,-0.171,43.7,6366.7,6
Pune,2023-11-27,48,19.6,0.0,-0.176,43.1,6347.3,7
Pune,2023-12-04,49,18.53,0.0,-0.213,42.5,6355.4,4
Pune,2023-12-11,50,19.26,0.0,-0.225,42.0,6367.6,5
Pune,2023-12-18,51,17.79,0.0,-0.176,41.6,6354.4,5
Pune,2023-12-25,52,19.79,0.29,-0.198,41.3,6356.0,5
Kolkata,2019-01-07,2,22.2,0.0,-0.225,40.1,24700.5,3
Kolkata,2019-01-14,3,23.56,0.0,-0.193,40.1,24703.3,3
Kolkata,2019-01-21,4,19.95,0.0,-0.253,40.1,24703.6,3
Kolkata,2019-01-28,5,23.39,0.0,-0.191,40.2,24702.6,3
Kolkata,2019-02-04,6,24.96,0.0,-0.212,40.2,24707.4,4
Kolkata,2019-02-11,7,23.6,3.58,-0.207,40.3,24704.0,3
Kolkata,2019-02-18,8,25.71,4.41,-0.13,40.4,24701.8,4
Kolkata,2019-02-25,9,25.16,0.6,-0.133,40.6,24705.7,2
Kolkata,2019-03-04,10,27.6,2.51,-0.159,40.8,24699.6,3
Kolkata,2019-03-11,11,26.98,0.0,-0.178,41.0,24706.0,3
Kolkata,2019-03-18,12,29.45,0.0,-0.142,41.3,24714.2,4
Kolkata,2019-03-25,13,27.51,2.47,-0.184,41.6,24718.7,3
Kolkata,2019-04-01,14,31.48,2.07,-0.153,42.0,24720.7,5
Kolkata,2019-04-08,15,30.24,5.72,-0.137,42.5,24707.9,5
Kolkata,2019-04-15,16,31.38,5.53,-0.142,43.1,24714.7,4
Kolkata,2019-04-22,17,31.54,6.88,-0.138,43.7,24715.7,6
Kolkata,2019-04-29,18,32.85,6.37,-0.161,44.5,24718.6,8
Kolkata,2019-05-06,19,33.62,13.69,-0.084,45.3,24715.4,8
Kolkata,2019-05-13,20,32.19,9.11,-0.13,46.2,24719.4,9
Kolkata,2019-05-20,21,32.29,11.78,-0.109,47.1,24722.3,9
Kolkata,2019-05-27,22,34.66,13.34,-0.083,48.1,24718.4,8
Kolkata,2019-06-03,23,34.22,19.79,-0.007,49.1,24719.1,10
Kolkata,2019-06-10,24,31.57,16.66,-0.052,50.1,24717.5,10
Kolkata,2019-06-17,25,33.95,18.04,-0.032,51.1,24711.9,10
Kolkata,2019-06-24,26,30.23,18.89,-0.065,52.0,24721.3,10
Kolkata,2019-07-01,27,30.02,30.82,0.039,52.9,24723.9,12
Kolkata,2019-07-08,28,30.86,23.24,0.066,53.6,24732.9,12
Kolkata,2019-07-15,29,30.75,25.95,0.007,54.2,24720.9,13
Kolkata,2019-07-22,30,30.69,28.8,0.056,54.6,24727.4,12
Kolkata,2019-07-29,31,29.9,32.62,0.045,54.9,24740.4,13
Kolkata,2019-08-05,32,31.3,29.83,0.063,55.0,24730.0,15
Kolkata,2019-08-12,33,30.14,34.65,0.127,54.9,24735.1,15
Kolkata,2019-08-19,34,29.31,25.18,0.011,54.6,24733.7,14
Kolkata,2019-08-26,35,26.72,27.08,0.039,54.2,24734.3,17
Kolkata,2019-09-02,36,27.24,10.65,0.005,53.6,24734.8,17
Kolkata,2019-09-09,37,26.87,17.43,-0.072,52.9,24729.9,22
Kolkata,2019-09-16,38,28.17,15.58,0.011,52.0,24737.3,13
Kolkata,2019-09-23,39,25.5,10.93,-0.086,51.1,24744.7,13
Kolkata,2019-09-30,40,25.67,14.05,-0.068,50.1,24728.3,11
Kolkata,2019-10-07,41,21.86,10.65,-0.079,49.1,24732.6,9
Kolkata,2019-10-14,42,20.78,8.93,-0.156,48.1,24745.3,10
Kolkata,2019-10-21,43,23.9,4.12,-0.152,47.1,24739.3,8
Kolkata,2019-10-28,44,20.24,4.42,-0.154,46.2,24736.5,7
Kolkata,2019-11-04,45,19.71,7.56,-0.166,45.3,24738.2,7
Kolkata,2019-11-11,46,20.6,0.0,-0.168,44.5,24747.0,7
Kolkata,2019-11-18,47,21.27,5.22,-0.151,43.7,24745.1,6
Kolkata,2019-11-25,48,20.54,5.4,-0.149,43.1,24751.2,6
Kolkata,2019-12-02,49,20.6,0.0,-0.222,42.5,24740.2,6
Kolkata,2019-12-09,50,21.99,2.83,-0.15,42.0,24741.6,5
Kolkata,2019-12-16,51,20.61,0.42,-0.204,41.6,24751.9,3
Kolkata,2019-12-23,52,20.6,4.37,-0.16,41.3,24741.3,4
Kolkata,2019-12-30,1,22.34,0.09,-0.19,40.0,24750.9,4
Kolkata,2020-01-06,2,21.51,3.14,-0.154,40.1,24750.7,2
Kolkata,2020-01-13,3,21.61,0.0,-0.219,40.1,24760.4,5
Kolkata,2020-01-20,4,24.0,0.0,-0.223,40.1,24749.5,5
Kolkata,2020-01-27,5,23.23,8.74,-0.158,40.2,24756.1,3
Kolkata,2020-02-03,6,23.56,0.0,-0.182,40.2,24742.7,3
Kolkata,2020-02-10,7,25.08,0.0,-0.258,40.3,24754.1,4
Kolkata,2020-02-17,8,26.42,0.0,-0.206,40.4,24752.2,3
Kolkata,2020-02-24,9,26.97,5.29,-0.164,40.6,24756.9,3
Kolkata,2020-03-02,10,26.36,0.65,-0.225,40.8,24753.4,4
Kolkata,2020-03-09,11,25.12,7.87,-0.17,41.0,24753.7,1
Kolkata,2020-03-16,12,28.78,0.0,-0.1,41.3,24756.3,4
Kolkata,2020-03-23,13,29.11,3.3,-0.168,41.6,24763.3,5
Kolkata,2020-03-30,14,30.56,1.7,-0.197,42.0,24757.7,4
